x,y
13.763022527169767,47.100906557685335
62.28362623914976,161.57108424002465
12.512783835514751,41.91450617673138
18.639101021458558,57.525248459503196
95.82362094033348,250.78579733670924
20.924773512401252,64.8596563652172
46.62720912583778,125.73316395255122
59.159655323379724,160.62566704559558
85.71598332607154,225.59137126117315
94.51625723937227,248.6585367678146
44.28310503710063,119.31375008136514
26.321989622546514,79.57259429500282
17.583125098654495,54.903935950087444
26.61559711684798,72.68263968423436
2.6235308546566194,13.143974400217306
32.308083000614396,85.99509241784598
55.32198451821824,151.39717481210184
56.98368261361401,153.86470941635912
98.00488066161616,256.70579847272074
43.514758537066356,117.9708208120361
79.31415758702514,203.53128597698955
22.894763599408375,62.70152235307739
20.636628988547344,59.4428903990479
96.84745444442004,251.7510419044469
50.94183797292513,135.42836108579306
71.53962996199421,190.76933414263556
69.18701097991399,178.33964773578433
94.75025712798364,244.1067600692736
39.11926446493781,106.26901099211314
68.23981916885329,177.33403540469072
44.52524881901536,118.97750639134608
10.287706854365563,36.70121604230533
81.59382660855182,218.6715752014146
14.240438961690572,49.7220322921134
59.18870604555146,153.3470853400397
41.64985767528486,113.30353342430206
97.0119250504838,251.03794462352334
79.60436973301178,212.8390767723775
70.51081515155484,190.4716005084338
87.14679646077259,228.27960735852403
78.91844671675392,203.20789325746625
34.44767010129999,99.94860361599694
0.6809218493437852,11.075738396794929
47.490936841895994,132.1451183088502
81.13448938744511,213.25218290041823
12.325255839773785,45.24772020816807
55.627401090343795,153.30858076790463
61.94054500538749,161.91898447404142
41.7233119689135,116.96227270076746
83.07349401838232,214.4509329563836
86.39947014786836,229.78689502552302
32.595579689552615,91.26121937546942
76.9213496071758,201.20653271855053
93.71938332633472,244.58247410947394
82.94064599443917,214.61898188340177
66.52221273057503,172.86791884130315
75.37472787123481,198.19873491575945
98.69753688289912,257.6221333478124
40.328557364731644,115.23629989905996
22.766294308360923,64.42708046375449
32.847620593805296,95.50090524392483
13.260879772929545,39.93628268888092
59.43770161263281,158.56843882536853
20.354113926880434,64.55720357632636
11.593623030340417,40.851192754465075
89.36118357830937,231.45077922259037
4.1676404807396095,19.549078140051847
2.432571892188662,17.53557682534167
42.430186293689545,111.59431340492779
6.931997178705185,23.07193699604894
60.616800355705905,158.35675709706447
21.488498150850475,65.0148544597757
64.20295520219503,172.30520029116687
49.680280169114056,132.79041435578264
51.35390195644263,142.8126087600071
37.559193577237124,101.92996451480165
65.1778157048744,168.88454607890526
82.9571951100611,214.76522405753292
20.324562077087048,60.25577195149943
38.24161023139979,104.53910164762092
38.64970092550026,105.07661787028704
76.27957622745944,199.26638197366393
76.33758058844678,203.9824567553677
86.80964142036902,231.26266579421545
87.30317345248054,232.5356714859964
55.23918457859113,150.74922203424475
45.081679719963375,120.73138362665722
23.443042957028215,71.22717469067427
83.60951030538801,216.60203467432396
45.916053124401344,121.10262596898274
50.2677637877312,134.55838395827135
36.70232030510866,105.53212546336177
63.567545794088396,167.16982679915512
57.12695178805547,153.971143556196
43.42508311474943,119.21135587797099
65.35853483067592,171.89952715685692
29.54789330766252,79.51056797165417
9.823905225378105,38.45247394993844
91.41016851263304,238.08946327685393
27.595400834716777,77.81588438911051
11.359833925718254,39.3382372366828
62.96764374827804,171.51798149330324
46.18618725436997,126.69029744870483
57.50725223869234,152.67483661528925
35.476544017237664,99.5044407235252
90.05945765690177,236.59644980210368
46.22789370660371,125.0856081478531
47.94772256665545,126.49502550220606
58.51043197709775,160.6867768477521
93.73852363233345,245.6283445906209
72.0913311761476,193.12796444273798
25.548993213686288,75.69481230952414
51.36528436106846,139.61494881910022
98.15264537823126,255.44320584227657
47.834128162840884,133.20546086602664
85.88018435300087,226.10910509297665
40.309156769495594,111.25343260221194
